epoch,time,train/box_loss,train/cls_loss,train/l1_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/l1_loss,lr/pg0,lr/pg1,lr/pg2
339,2247.7,1.41286,0.79425,0.00148,0.46387,0.44376,0.3975,0.10705,2.73247,2.31102,0.00378,1.52305e-05,1.52305e-05,1.52305e-05
340,2254.27,1.41979,0.74274,0.00143,0.49303,0.43165,0.40899,0.1131,2.69695,2.27716,0.00373,1.50664e-05,1.50664e-05,1.50664e-05
341,2260.82,1.3946,0.75946,0.00138,0.46067,0.44421,0.36344,0.09402,2.84996,2.31171,0.00402,1.49047e-05,1.49047e-05,1.49047e-05
342,2267.31,1.44018,0.78034,0.00138,0.49518,0.42332,0.39104,0.10537,2.78395,2.30546,0.00391,1.47455e-05,1.47455e-05,1.47455e-05
343,2273.74,1.36564,0.7489,0.00146,0.45169,0.46949,0.37461,0.10085,2.76151,2.29643,0.00386,1.45888e-05,1.45888e-05,1.45888e-05
344,2280.27,1.41217,0.78503,0.00148,0.41801,0.45194,0.34115,0.08629,2.90089,2.26893,0.00414,1.44345e-05,1.44345e-05,1.44345e-05
345,2286.71,1.41747,0.75319,0.00142,0.46912,0.48682,0.40078,0.10906,2.7093,2.22989,0.00373,1.42828e-05,1.42828e-05,1.42828e-05
346,2293.13,1.42561,0.76986,0.00147,0.53437,0.4511,0.42604,0.11493,2.75345,2.19616,0.00384,1.41336e-05,1.41336e-05,1.41336e-05
347,2299.81,1.40362,0.76959,0.00149,0.49114,0.46893,0.40709,0.10988,2.73903,2.22471,0.00379,1.39869e-05,1.39869e-05,1.39869e-05
348,2306.29,1.43772,0.79641,0.0015,0.5134,0.45403,0.41604,0.11385,2.73227,2.21943,0.00378,1.38427e-05,1.38427e-05,1.38427e-05
349,2312.75,1.40542,0.76465,0.00149,0.50733,0.42941,0.39491,0.10361,2.81114,2.25247,0.00398,1.3701e-05,1.3701e-05,1.3701e-05
350,2319.31,1.46638,0.79799,0.00144,0.5084,0.47975,0.43038,0.12005,2.66754,2.18963,0.00361,1.3562e-05,1.3562e-05,1.3562e-05
351,2325.75,1.39713,0.73648,0.00144,0.52324,0.46698,0.42531,0.11298,2.73469,2.21721,0.00378,1.34254e-05,1.34254e-05,1.34254e-05
352,2332.23,1.45334,0.78402,0.00154,0.52198,0.46462,0.43227,0.11586,2.73198,2.1858,0.00378,1.32915e-05,1.32915e-05,1.32915e-05
353,2338.8,1.44797,0.7833,0.00145,0.5699,0.48356,0.46392,0.13679,2.59542,2.16366,0.00348,1.31601e-05,1.31601e-05,1.31601e-05
354,2346.47,1.41269,0.75281,0.00146,0.5258,0.46298,0.43035,0.11681,2.71112,2.20229,0.00374,1.30312e-05,1.30312e-05,1.30312e-05
355,2352.88,1.37691,0.73875,0.00141,0.51639,0.45054,0.40395,0.10759,2.77464,2.24294,0.00386,1.2905e-05,1.2905e-05,1.2905e-05
356,2359.41,1.40035,0.80164,0.00141,0.54484,0.46705,0.44067,0.12438,2.67534,2.16689,0.00365,1.27814e-05,1.27814e-05,1.27814e-05
357,2366.27,1.38398,0.73215,0.0015,0.48742,0.46447,0.39471,0.10333,2.80308,2.22641,0.00394,1.26604e-05,1.26604e-05,1.26604e-05
358,2372.72,1.44755,0.82611,0.0015,0.52752,0.48351,0.44806,0.12395,2.68418,2.1582,0.00368,1.2542e-05,1.2542e-05,1.2542e-05
359,2379.41,1.49236,0.8351,0.00148,0.52427,0.47092,0.44012,0.12207,2.69218,2.21925,0.00369,1.24262e-05,1.24262e-05,1.24262e-05
360,2385.88,1.43773,0.80447,0.0015,0.525,0.49881,0.44817,0.12692,2.64185,2.192,0.00359,1.2313e-05,1.2313e-05,1.2313e-05
361,2392.27,1.41491,0.7745,0.00143,0.48846,0.50185,0.44319,0.12102,2.71664,2.21641,0.00376,1.22025e-05,1.22025e-05,1.22025e-05
362,2398.82,1.39987,0.76158,0.00145,0.50117,0.48293,0.42945,0.11318,2.76565,2.21033,0.00387,1.20946e-05,1.20946e-05,1.20946e-05
363,2405.21,1.4171,0.77404,0.00146,0.52074,0.50899,0.4472,0.12184,2.69466,2.21617,0.00371,1.19893e-05,1.19893e-05,1.19893e-05
364,2411.64,1.4255,0.78515,0.00146,0.50204,0.48559,0.42134,0.11694,2.63442,2.24003,0.00356,1.18867e-05,1.18867e-05,1.18867e-05
365,2418.14,1.42595,0.77757,0.00139,0.51742,0.49584,0.46471,0.1343,2.60538,2.2242,0.00353,1.17868e-05,1.17868e-05,1.17868e-05
366,2424.72,1.4074,0.73597,0.00144,0.48709,0.49893,0.42916,0.11714,2.71463,2.24661,0.00374,1.16895e-05,1.16895e-05,1.16895e-05
367,2431.16,1.45277,0.79329,0.00137,0.51877,0.49351,0.44878,0.12456,2.66129,2.23117,0.00364,1.15949e-05,1.15949e-05,1.15949e-05
368,2437.71,1.41996,0.75406,0.00141,0.51666,0.48959,0.44666,0.12533,2.65201,2.22113,0.00361,1.1503e-05,1.1503e-05,1.1503e-05
369,2444.18,1.43098,0.73848,0.00141,0.49304,0.4953,0.43952,0.12404,2.66369,2.19323,0.00362,1.14138e-05,1.14138e-05,1.14138e-05
370,2450.61,1.38763,0.74684,0.0015,0.53628,0.4532,0.44002,0.12326,2.68251,2.23801,0.00369,1.13272e-05,1.13272e-05,1.13272e-05
371,2457.18,1.42678,0.77109,0.00141,0.54061,0.46576,0.44959,0.12201,2.72874,2.20552,0.0038,1.12434e-05,1.12434e-05,1.12434e-05
372,2463.62,1.41273,0.77129,0.00147,0.55693,0.46039,0.45774,0.128,2.71192,2.19427,0.00375,1.11622e-05,1.11622e-05,1.11622e-05
373,2470.31,1.42932,0.78787,0.00155,0.51038,0.49311,0.42728,0.11731,2.65161,2.21356,0.0036,1.10837e-05,1.10837e-05,1.10837e-05
374,2476.74,1.41831,0.76927,0.00147,0.52366,0.50342,0.44891,0.12857,2.63264,2.15345,0.00354,1.1008e-05,1.1008e-05,1.1008e-05
375,2483.18,1.41775,0.75881,0.00157,0.53087,0.49721,0.44421,0.12353,2.6758,2.17919,0.00368,1.0935e-05,1.0935e-05,1.0935e-05
376,2489.77,1.43272,0.77482,0.00145,0.54127,0.50135,0.45008,0.12845,2.59857,2.16203,0.00349,1.08647e-05,1.08647e-05,1.08647e-05
377,2496.2,1.42879,0.75829,0.00145,0.51295,0.4949,0.43197,0.11721,2.72804,2.19543,0.00379,1.07971e-05,1.07971e-05,1.07971e-05
378,2502.67,1.44635,0.78674,0.00145,0.49253,0.50526,0.4315,0.11595,2.73714,2.19351,0.00382,1.07322e-05,1.07322e-05,1.07322e-05
379,2509.37,1.40522,0.75099,0.00144,0.5296,0.48057,0.45197,0.12799,2.68896,2.17015,0.00372,1.06701e-05,1.06701e-05,1.06701e-05
380,2515.76,1.34825,0.71732,0.0014,0.51596,0.50289,0.44506,0.12146,2.67698,2.20234,0.00369,1.06107e-05,1.06107e-05,1.06107e-05
381,2522.21,1.37171,0.73035,0.00143,0.52203,0.49499,0.45578,0.13108,2.60125,2.20016,0.00353,1.0554e-05,1.0554e-05,1.0554e-05
382,2528.73,1.41585,0.75766,0.00139,0.50092,0.49837,0.43804,0.12101,2.68487,2.1943,0.00368,1.05001e-05,1.05001e-05,1.05001e-05
383,2535.2,1.3929,0.73966,0.0015,0.46739,0.47321,0.4134,0.11017,2.76816,2.25766,0.00388,1.04489e-05,1.04489e-05,1.04489e-05
384,2541.66,1.40321,0.73698,0.00152,0.46472,0.47568,0.40377,0.10436,2.83006,2.23023,0.00401,1.04005e-05,1.04005e-05,1.04005e-05
385,2548.23,1.40192,0.7325,0.00145,0.47094,0.47868,0.41475,0.11073,2.78803,2.23841,0.00392,1.03548e-05,1.03548e-05,1.03548e-05
386,2554.86,1.31231,0.6463,0.00129,0.52762,0.43703,0.39749,0.10193,2.82161,2.32198,0.00398,1.03119e-05,1.03119e-05,1.03119e-05
387,2561.18,1.33866,0.64748,0.00124,0.53206,0.46418,0.42888,0.11927,2.68687,2.30283,0.00369,1.02718e-05,1.02718e-05,1.02718e-05
388,2567.65,1.33219,0.66747,0.00128,0.51526,0.45562,0.42299,0.11438,2.74488,2.32358,0.00382,1.02344e-05,1.02344e-05,1.02344e-05
389,2574.01,1.32104,0.66472,0.00131,0.53317,0.46351,0.43424,0.11736,2.74257,2.33927,0.0038,1.01997e-05,1.01997e-05,1.01997e-05
390,2580.54,1.35393,0.68607,0.00128,0.5137,0.47148,0.42986,0.1161,2.73622,2.29693,0.00377,1.01678e-05,1.01678e-05,1.01678e-05
391,2586.94,1.33741,0.6719,0.00132,0.51862,0.45863,0.42112,0.11652,2.71584,2.29448,0.00372,1.01387e-05,1.01387e-05,1.01387e-05
392,2593.33,1.33723,0.6584,0.00132,0.50899,0.44806,0.3973,0.1057,2.7516,2.37338,0.0038,1.01124e-05,1.01124e-05,1.01124e-05
393,2599.98,1.33025,0.66376,0.00128,0.53469,0.49781,0.47638,0.13871,2.59936,2.23328,0.00349,1.00888e-05,1.00888e-05,1.00888e-05
394,2606.39,1.32555,0.65999,0.00128,0.52998,0.47869,0.44006,0.11999,2.69768,2.26638,0.00371,1.0068e-05,1.0068e-05,1.0068e-05
395,2612.79,1.31235,0.64526,0.00129,0.50381,0.49283,0.43746,0.1193,2.7132,2.27108,0.00377,1.005e-05,1.005e-05,1.005e-05
396,2619.3,1.32083,0.67779,0.0013,0.5471,0.50097,0.48741,0.1383,2.66615,2.19157,0.00367,1.00347e-05,1.00347e-05,1.00347e-05
397,2625.71,1.32542,0.65695,0.00124,0.52809,0.47429,0.44778,0.12425,2.67943,2.27718,0.00369,1.00222e-05,1.00222e-05,1.00222e-05
398,2632.12,1.34117,0.6615,0.0013,0.55122,0.48311,0.46699,0.13563,2.63645,2.24134,0.00361,1.00125e-05,1.00125e-05,1.00125e-05
399,2638.61,1.34323,0.67731,0.00129,0.5242,0.49316,0.45452,0.12361,2.71674,2.23153,0.00378,1.00056e-05,1.00056e-05,1.00056e-05
400,2645.15,1.3103,0.65815,0.00126,0.50861,0.50851,0.46481,0.13095,2.67228,2.21091,0.00368,1.00014e-05,1.00014e-05,1.00014e-05
